1,server/src/routes/privacy.ts,211,router.post '/dsar',NOT_SIDE_EFFECT,N/A,"POST /dsar — creates DSARRequest (internal compliance record); no external side effect; CRUD on org-scoped resource",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
2,server/src/routes/privacy.ts,285,router.patch '/dsar/:id',NOT_SIDE_EFFECT,N/A,"PATCH /dsar/:id — updates internal DSAR record; pure CRUD on org-owned resource; no external side effects",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
3,server/src/routes/privacy.ts,338,router.post '/dsar/:id/verify-identity',NOT_SIDE_EFFECT,N/A,"POST /dsar/:id/verify-identity — flips identityVerified flag on DSAR; internal state change on org-owned record",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
4,server/src/routes/privacy.ts,383,router.post '/dsar/:id/complete',NOT_SIDE_EFFECT,N/A,"POST /dsar/:id/complete — sets status='Completed' on internal DSAR; no external integration triggered",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
5,server/src/routes/privacy.ts,469,router.post '/consent',NOT_SIDE_EFFECT,N/A,"POST /consent — creates ConsentRecord (internal log); no external notification/billing side effect",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
6,server/src/routes/privacy.ts,508,router.patch '/consent/:id',NOT_SIDE_EFFECT,N/A,"PATCH /consent/:id — updates internal consent record fields; ownership check via findFirst+organizationId",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
7,server/src/routes/privacy.ts,701,router.put '/consent/preferences/:dataSubjectId',IDEMPOTENT_BY_DESIGN,N/A,"prisma.consentPreference.upsert({ where: { organizationId_dataSubjectId: { organizationId, dataSubjectId } } }) — keyed on deterministic composite ID; safe to retry",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
8,server/src/routes/privacy.ts,791,router.post '/retention',NOT_SIDE_EFFECT,N/A,"POST /retention — creates RetentionPolicy (internal config record); no external side effect",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
9,server/src/routes/privacy.ts,827,router.patch '/retention/:id',NOT_SIDE_EFFECT,N/A,"PATCH /retention/:id — updates retention policy fields; ownership-checked CRUD",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
10,server/src/routes/privacy.ts,867,router.delete '/retention/:id',NOT_SIDE_EFFECT,N/A,"DELETE /retention/:id — DELETE not a mutating POST with external side effects; idempotent by HTTP semantics (re-delete returns same state)",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
11,server/src/routes/privacy.ts,925,router.post '/retention/jobs/:id/run',WRAPPED_VERIFIED,NONE,"POST /retention/jobs/:id/run — s12 fix verified: idempotencyKey() middleware now at line 929 of route definition (line 926 router.post + line 928 authorize + line 929 idempotencyKey + line 930 asyncHandler). Replay-safe via Idempotency-Key header.",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
12,server/src/routes/privacy.ts,1016,router.post '/scc-tia',NOT_SIDE_EFFECT,N/A,"POST /scc-tia — creates SCCTemplate (internal document record); no external side effects",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
13,server/src/routes/privacy.ts,1054,router.patch '/scc-tia/:id',NOT_SIDE_EFFECT,N/A,"PATCH /scc-tia/:id — updates internal SCC template; pure CRUD",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
14,server/src/routes/privacy.ts,1123,router.post '/scc-tia/:id/tia',IDEMPOTENT_BY_DESIGN,N/A,"prisma.tIAAssessment.upsert({ where: { sccTemplateId: req.params.id } }) — keyed on deterministic sccTemplateId; safe to retry",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
15,server/src/routes/privacy.ts,1222,router.post '/bcr',NOT_SIDE_EFFECT,N/A,"POST /bcr — creates BCRProgram (internal compliance record); no external side effects",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
16,server/src/routes/privacy.ts,1262,router.patch '/bcr/:id',NOT_SIDE_EFFECT,N/A,"PATCH /bcr/:id — updates BCR program fields; ownership-checked CRUD",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
17,server/src/routes/privacy.ts,1337,router.post '/marketing/opt-out',IDEMPOTENT_BY_DESIGN,N/A,"prisma.consentPreference.upsert({ where: { organizationId_dataSubjectId: { organizationId, dataSubjectId } } }) — deterministic composite key; safe to retry",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
18,server/src/routes/privacy.ts,1417,router.post '/marketing/suppression-list',IDEMPOTENT_BY_DESIGN,N/A,"prisma.consentPreference.upsert({ where: { organizationId_dataSubjectId: { organizationId, dataSubjectId } } }) — deterministic composite key; safe to retry",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
19,server/src/routes/privacy.ts,1556,router.post '/deletion',NOT_SIDE_EFFECT,N/A,"POST /deletion — creates DataDeletionRequest in 'Pending' state; no immediate external side effect (deletion only runs after verify+execute)",2026-05-30T00:00:00Z,session13_subagent_2,session13,e0069a82466133a26a76b55985930beef271eef8330dbc18eb7f3a90665c9f6a
